school_id,ncessch,school_name,entry_grade,projection_year,projection_type,grade,projected_enrollment,generated_at,survival_rate_min,survival_rate_median,survival_rate_max,entry_grade_low,entry_grade_high,entry_grade_median
1912079,00000645,Christ the King Catholic School,Kindergarten,2026-2027,outer_max,Grade 7,53,2025-06-13T16:45:31.162023,0.8548387096774194,0.8548387096774194,0.8548387096774194,,,
1912079,00000645,Christ the King Catholic School,Kindergarten,2026-2027,outer_max,Grade 8,62,2025-06-13T16:45:31.162025,1.2127659574468086,1.2127659574468086,1.2127659574468086,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Kindergarten,54,2025-06-13T16:45:31.239560,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 1,70,2025-06-13T16:45:31.239599,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 2,41,2025-06-13T16:45:31.239603,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 3,34,2025-06-13T16:45:31.239606,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 4,45,2025-06-13T16:45:31.239609,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 5,54,2025-06-13T16:45:31.239612,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 6,85,2025-06-13T16:45:31.239615,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 7,69,2025-06-13T16:45:31.239617,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 8,46,2025-06-13T16:45:31.239620,0.8450704225352113,0.8450704225352113,0.8450704225352113,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 9,91,2025-06-13T16:45:31.239623,1.5087719298245614,1.5087719298245614,1.5087719298245614,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 10,90,2025-06-13T16:45:31.239625,1.0483870967741935,1.0483870967741935,1.0483870967741935,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 11,94,2025-06-13T16:45:31.239628,1.4423076923076923,1.4423076923076923,1.4423076923076923,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,min,Grade 12,48,2025-06-13T16:45:31.239630,0.6373626373626373,0.6373626373626373,0.6373626373626373,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Kindergarten,54,2025-06-13T16:45:31.239634,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 1,54,2025-06-13T16:45:31.239637,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 2,74,2025-06-13T16:45:31.239639,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 3,34,2025-06-13T16:45:31.239642,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 4,34,2025-06-13T16:45:31.239645,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 5,48,2025-06-13T16:45:31.239647,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 6,82,2025-06-13T16:45:31.239650,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 7,90,2025-06-13T16:45:31.239652,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 8,58,2025-06-13T16:45:31.239655,0.8450704225352113,0.8450704225352113,0.8450704225352113,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 9,69,2025-06-13T16:45:31.239657,1.5087719298245614,1.5087719298245614,1.5087719298245614,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 10,95,2025-06-13T16:45:31.239660,1.0483870967741935,1.0483870967741935,1.0483870967741935,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 11,130,2025-06-13T16:45:31.239662,1.4423076923076923,1.4423076923076923,1.4423076923076923,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,min,Grade 12,60,2025-06-13T16:45:31.239665,0.6373626373626373,0.6373626373626373,0.6373626373626373,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Kindergarten,54,2025-06-13T16:45:31.239668,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 1,54,2025-06-13T16:45:31.239671,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 2,57,2025-06-13T16:45:31.239673,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 3,61,2025-06-13T16:45:31.239676,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 4,34,2025-06-13T16:45:31.239678,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 5,37,2025-06-13T16:45:31.239681,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 6,73,2025-06-13T16:45:31.239684,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 7,87,2025-06-13T16:45:31.239687,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 8,76,2025-06-13T16:45:31.239690,0.8450704225352113,0.8450704225352113,0.8450704225352113,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 9,88,2025-06-13T16:45:31.239693,1.5087719298245614,1.5087719298245614,1.5087719298245614,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 10,72,2025-06-13T16:45:31.239695,1.0483870967741935,1.0483870967741935,1.0483870967741935,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 11,137,2025-06-13T16:45:31.239698,1.4423076923076923,1.4423076923076923,1.4423076923076923,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,min,Grade 12,83,2025-06-13T16:45:31.239700,0.6373626373626373,0.6373626373626373,0.6373626373626373,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Kindergarten,54,2025-06-13T16:45:31.239703,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 1,54,2025-06-13T16:45:31.239706,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 2,57,2025-06-13T16:45:31.239709,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 3,47,2025-06-13T16:45:31.239712,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 4,61,2025-06-13T16:45:31.239714,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 5,37,2025-06-13T16:45:31.239717,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 6,56,2025-06-13T16:45:31.239719,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 7,77,2025-06-13T16:45:31.239745,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 8,74,2025-06-13T16:45:31.239750,0.8450704225352113,0.8450704225352113,0.8450704225352113,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 9,115,2025-06-13T16:45:31.239752,1.5087719298245614,1.5087719298245614,1.5087719298245614,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 10,92,2025-06-13T16:45:31.239755,1.0483870967741935,1.0483870967741935,1.0483870967741935,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 11,104,2025-06-13T16:45:31.239757,1.4423076923076923,1.4423076923076923,1.4423076923076923,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,min,Grade 12,87,2025-06-13T16:45:31.239759,0.6373626373626373,0.6373626373626373,0.6373626373626373,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Kindergarten,54,2025-06-13T16:45:31.239763,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 1,54,2025-06-13T16:45:31.239766,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 2,57,2025-06-13T16:45:31.239769,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 3,47,2025-06-13T16:45:31.239771,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 4,47,2025-06-13T16:45:31.239774,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 5,66,2025-06-13T16:45:31.239776,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 6,56,2025-06-13T16:45:31.239779,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 7,59,2025-06-13T16:45:31.239782,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 8,65,2025-06-13T16:45:31.239784,0.8450704225352113,0.8450704225352113,0.8450704225352113,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 9,112,2025-06-13T16:45:31.239787,1.5087719298245614,1.5087719298245614,1.5087719298245614,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 10,121,2025-06-13T16:45:31.239789,1.0483870967741935,1.0483870967741935,1.0483870967741935,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 11,133,2025-06-13T16:45:31.239792,1.4423076923076923,1.4423076923076923,1.4423076923076923,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,min,Grade 12,66,2025-06-13T16:45:31.239794,0.6373626373626373,0.6373626373626373,0.6373626373626373,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Kindergarten,54,2025-06-13T16:45:31.239804,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 1,70,2025-06-13T16:45:31.239807,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 2,41,2025-06-13T16:45:31.239810,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 3,34,2025-06-13T16:45:31.239812,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 4,45,2025-06-13T16:45:31.239815,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 5,54,2025-06-13T16:45:31.239817,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 6,85,2025-06-13T16:45:31.239819,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 7,69,2025-06-13T16:45:31.239822,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 8,46,2025-06-13T16:45:31.239824,0.8450704225352113,0.8450704225352113,0.8450704225352113,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 9,91,2025-06-13T16:45:31.239827,1.5087719298245614,1.5087719298245614,1.5087719298245614,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 10,90,2025-06-13T16:45:31.239829,1.0483870967741935,1.0483870967741935,1.0483870967741935,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 11,94,2025-06-13T16:45:31.239832,1.4423076923076923,1.4423076923076923,1.4423076923076923,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,median,Grade 12,48,2025-06-13T16:45:31.239837,0.6373626373626373,0.6373626373626373,0.6373626373626373,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Kindergarten,54,2025-06-13T16:45:31.239840,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 1,54,2025-06-13T16:45:31.239843,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 2,74,2025-06-13T16:45:31.239845,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 3,34,2025-06-13T16:45:31.239848,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 4,34,2025-06-13T16:45:31.239850,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 5,48,2025-06-13T16:45:31.239852,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 6,82,2025-06-13T16:45:31.239855,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 7,90,2025-06-13T16:45:31.239857,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 8,58,2025-06-13T16:45:31.239871,0.8450704225352113,0.8450704225352113,0.8450704225352113,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 9,69,2025-06-13T16:45:31.239874,1.5087719298245614,1.5087719298245614,1.5087719298245614,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 10,95,2025-06-13T16:45:31.239876,1.0483870967741935,1.0483870967741935,1.0483870967741935,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 11,130,2025-06-13T16:45:31.239879,1.4423076923076923,1.4423076923076923,1.4423076923076923,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,median,Grade 12,60,2025-06-13T16:45:31.239881,0.6373626373626373,0.6373626373626373,0.6373626373626373,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Kindergarten,54,2025-06-13T16:45:31.239884,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 1,54,2025-06-13T16:45:31.239887,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 2,57,2025-06-13T16:45:31.239890,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 3,61,2025-06-13T16:45:31.239892,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 4,34,2025-06-13T16:45:31.239895,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 5,37,2025-06-13T16:45:31.239897,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 6,73,2025-06-13T16:45:31.239899,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 7,87,2025-06-13T16:45:31.239902,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 8,76,2025-06-13T16:45:31.239904,0.8450704225352113,0.8450704225352113,0.8450704225352113,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 9,88,2025-06-13T16:45:31.239907,1.5087719298245614,1.5087719298245614,1.5087719298245614,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 10,72,2025-06-13T16:45:31.239909,1.0483870967741935,1.0483870967741935,1.0483870967741935,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 11,137,2025-06-13T16:45:31.239912,1.4423076923076923,1.4423076923076923,1.4423076923076923,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2024-2025,median,Grade 12,83,2025-06-13T16:45:31.239914,0.6373626373626373,0.6373626373626373,0.6373626373626373,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Kindergarten,54,2025-06-13T16:45:31.239917,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 1,54,2025-06-13T16:45:31.239920,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 2,57,2025-06-13T16:45:31.239922,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 3,47,2025-06-13T16:45:31.239925,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 4,61,2025-06-13T16:45:31.239927,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 5,37,2025-06-13T16:45:31.239933,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 6,56,2025-06-13T16:45:31.239935,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 7,77,2025-06-13T16:45:31.239938,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 8,74,2025-06-13T16:45:31.239940,0.8450704225352113,0.8450704225352113,0.8450704225352113,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 9,115,2025-06-13T16:45:31.239943,1.5087719298245614,1.5087719298245614,1.5087719298245614,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 10,92,2025-06-13T16:45:31.239945,1.0483870967741935,1.0483870967741935,1.0483870967741935,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 11,104,2025-06-13T16:45:31.239948,1.4423076923076923,1.4423076923076923,1.4423076923076923,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2025-2026,median,Grade 12,87,2025-06-13T16:45:31.239950,0.6373626373626373,0.6373626373626373,0.6373626373626373,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Kindergarten,54,2025-06-13T16:45:31.239953,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 1,54,2025-06-13T16:45:31.239956,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 2,57,2025-06-13T16:45:31.239958,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 3,47,2025-06-13T16:45:31.239961,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 4,47,2025-06-13T16:45:31.239963,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 5,66,2025-06-13T16:45:31.239966,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 6,56,2025-06-13T16:45:31.239975,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 7,59,2025-06-13T16:45:31.239978,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 8,65,2025-06-13T16:45:31.239981,0.8450704225352113,0.8450704225352113,0.8450704225352113,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 9,112,2025-06-13T16:45:31.239987,1.5087719298245614,1.5087719298245614,1.5087719298245614,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 10,121,2025-06-13T16:45:31.239989,1.0483870967741935,1.0483870967741935,1.0483870967741935,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 11,133,2025-06-13T16:45:31.239992,1.4423076923076923,1.4423076923076923,1.4423076923076923,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2026-2027,median,Grade 12,66,2025-06-13T16:45:31.239996,0.6373626373626373,0.6373626373626373,0.6373626373626373,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Kindergarten,70,2025-06-13T16:45:31.239999,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 1,70,2025-06-13T16:45:31.240002,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 2,41,2025-06-13T16:45:31.240069,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 3,34,2025-06-13T16:45:31.240092,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 4,45,2025-06-13T16:45:31.240096,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 5,54,2025-06-13T16:45:31.240100,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 6,85,2025-06-13T16:45:31.240102,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 7,69,2025-06-13T16:45:31.240105,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 8,46,2025-06-13T16:45:31.240108,0.8450704225352113,0.8450704225352113,0.8450704225352113,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 9,91,2025-06-13T16:45:31.240111,1.5087719298245614,1.5087719298245614,1.5087719298245614,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 10,90,2025-06-13T16:45:31.240114,1.0483870967741935,1.0483870967741935,1.0483870967741935,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 11,94,2025-06-13T16:45:31.240116,1.4423076923076923,1.4423076923076923,1.4423076923076923,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2022-2023,max,Grade 12,48,2025-06-13T16:45:31.240119,0.6373626373626373,0.6373626373626373,0.6373626373626373,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,max,Kindergarten,70,2025-06-13T16:45:31.240125,0.7155963302752294,1.0,1.2844036697247707,54,70,54
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,max,Grade 1,70,2025-06-13T16:45:31.240128,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,max,Grade 2,74,2025-06-13T16:45:31.240131,1.0512820512820513,1.0512820512820513,1.0512820512820513,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,max,Grade 3,34,2025-06-13T16:45:31.240133,0.8181818181818182,0.8181818181818182,0.8181818181818182,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,max,Grade 4,34,2025-06-13T16:45:31.240136,1.0,1.0,1.0,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,max,Grade 5,48,2025-06-13T16:45:31.240138,1.0769230769230769,1.0769230769230769,1.0769230769230769,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,max,Grade 6,82,2025-06-13T16:45:31.240143,1.5116279069767442,1.5116279069767442,1.5116279069767442,,,
1912080,00000714,Montgomery Catholic Preparatory School,Kindergarten,2023-2024,max,Grade 7,90,2025-06-13T16:45:31.240146,1.0588235294117647,1.0588235294117647,1.0588235294117647,,,
